"x"
68
81
77
71
83
78
85
76
72
71
58
69
62
61
63
62
76
84
72
59
67
85
69
68
74
81
73
62
59
90
87
61
69
81
83
65
65
71
65
70
67
80
54
66
79
67
72
57
70
84
72
68
81
69
82
67
78
80
86
78
76
58
54
86
75
68
64
64
65
56
59
79
84
76
83
63
78
74
69
61
62
72
66
84
64
79
72
83
82
83
68
76
73
70
75
73
80
79
86
70
56
74
70
76
68
72
65
68
68
77
75
78
75
75
62
78
75
84
70
59
85
77
79
51
92
64
67
74
82
69
74
81
83
57
63
74
64
74
82
81
62
